User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
549,3,2016,4,12,19:00,$9.91,Online Transaction,2884193360641017720,ONLINE,,,5311,,Yes
549,3,2016,4,12,19:23,$69.77,Online Transaction,2884193360641017720,ONLINE,,,5311,,Yes
549,4,2012,2,9,11:03,$162.58,Online Transaction,-2151619699797351738,ONLINE,,,5816,,Yes
549,4,2012,2,9,11:07,$0.54,Swipe Transaction,6061999231197186049,New York,NY,10022.0,5912,,Yes
549,4,2012,2,9,14:37,$428.36,Online Transaction,3646564134821659643,ONLINE,,,5533,,Yes
549,4,2012,2,9,14:46,$153.00,Online Transaction,333722291367506728,ONLINE,,,4722,,Yes
549,4,2012,2,16,13:35,$-153.00,Online Transaction,333722291367506728,ONLINE,,,4722,,Yes
549,4,2012,2,16,13:39,$51.59,Online Transaction,333722291367506728,ONLINE,,,4722,,Yes
552,0,2016,5,15,11:57,$5.30,Online Transaction,-5841929396161652653,ONLINE,,,4121,,Yes
552,0,2016,5,15,11:58,$110.63,Online Transaction,-6160036380778658394,ONLINE,,,4121,,Yes
552,0,2016,5,15,12:53,$184.84,Chip Transaction,-2166213950176011570,Raleigh,NC,27617.0,5651,,Yes
552,3,2015,5,24,11:41,$211.74,Online Transaction,-5904116920141006298,ONLINE,,,5719,,Yes
552,3,2015,5,24,11:46,$322.16,Online Transaction,4872340518840476610,ONLINE,,,5732,,Yes
552,3,2015,5,24,14:54,$90.57,Online Transaction,-5904116920141006298,ONLINE,,,5719,,Yes
552,3,2015,5,25,10:01,$20.27,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
552,3,2015,5,25,10:17,$272.80,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
552,3,2015,5,25,11:19,$12.25,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
552,3,2015,5,25,11:40,$33.45,Online Transaction,-5581123930363301609,ONLINE,,,5311,,Yes
552,3,2015,5,25,13:57,$116.76,Online Transaction,-7421093378627544099,ONLINE,,,5311,,Yes
552,3,2015,5,25,14:22,$1.85,Online Transaction,-245178307025547046,ONLINE,,,5311,Bad CVV,Yes
553,2,2016,5,22,11:13,$66.50,Chip Transaction,-4672693490673703801,Milton,NY,12547.0,5411,,Yes
553,2,2016,5,22,12:38,$261.75,Online Transaction,4872340518840476610,ONLINE,,,5732,,Yes
553,3,2008,10,30,14:00,$116.24,Swipe Transaction,-3693650930986299431,New Windsor,NY,12553.0,4814,,Yes
553,3,2008,10,30,14:29,$19.12,Swipe Transaction,-8405285785047681224,Wappingers Falls,NY,12590.0,5651,Insufficient Balance,Yes
553,3,2008,10,31,09:04,$41.40,Swipe Transaction,-2326706532191033769,Millerton,NY,12546.0,7832,Bad PIN,Yes
553,3,2008,10,31,11:56,$1.08,Swipe Transaction,8919682822789039434,Highland,NY,12528.0,5814,,Yes
553,3,2008,10,31,12:55,$169.13,Swipe Transaction,-6761066196029841443,Highland,NY,12528.0,5310,,Yes
553,3,2008,11,2,08:55,$126.43,Swipe Transaction,-2400195493199131690,Highland,NY,12528.0,5411,,Yes
553,3,2008,11,2,08:59,$2.42,Swipe Transaction,8286749380355068485,Verbank,NY,12585.0,7542,,Yes
553,3,2008,11,2,11:38,$57.14,Swipe Transaction,6870474919328442507,Wappingers Falls,NY,12590.0,5921,,Yes
553,3,2008,11,2,15:32,$0.57,Swipe Transaction,1913477460590765860,New Paltz,NY,12561.0,5300,,Yes
553,3,2008,11,16,07:13,$957.51,Online Transaction,838425044734233142,ONLINE,,,4814,,Yes
553,3,2008,11,16,07:18,$38.41,Online Transaction,4872340518840476610,ONLINE,,,5732,,Yes
553,3,2008,11,16,07:30,$13.06,Online Transaction,-303858256154265716,ONLINE,,,5251,,Yes
553,3,2008,11,16,08:39,$115.91,Online Transaction,2122301195314255670,ONLINE,,,5094,,Yes
553,3,2008,11,16,08:40,$12.22,Online Transaction,-3693650930986299431,ONLINE,,,4814,,Yes
553,3,2008,11,16,10:36,$89.55,Swipe Transaction,-3338453891785644097,Highland,NY,12528.0,5655,,Yes
553,3,2016,6,16,10:42,$61.90,Swipe Transaction,3009826350310134763,Staatsburg,NY,12580.0,5813,,Yes
553,3,2016,6,16,12:50,$35.83,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
553,3,2016,6,16,12:52,$64.67,Swipe Transaction,1211058263813591116,Highland,NY,12528.0,5651,,Yes
554,0,2013,10,25,10:33,$12.08,Swipe Transaction,4774539835680490602,Uniontown,OH,44685.0,7996,,Yes
554,0,2013,10,25,12:46,$105.88,Swipe Transaction,2575629234106055202,Strasburg,OH,44680.0,5661,,Yes
554,0,2013,10,25,13:52,$44.04,Swipe Transaction,-9123913544829665441,Strasburg,OH,44680.0,5300,,Yes
554,0,2013,10,26,05:33,$166.83,Online Transaction,5817218446178736267,ONLINE,,,5912,,Yes
554,0,2013,10,26,08:38,$662.59,Online Transaction,4241336128694185533,ONLINE,,,4814,Bad Expiration,Yes
554,0,2013,10,26,09:19,$83.22,Online Transaction,1325201427189385167,ONLINE,,,3132,,Yes
554,0,2013,10,26,10:40,$253.00,Swipe Transaction,-9009228730649086683,Strasburg,OH,44680.0,7922,,Yes
554,0,2013,10,26,10:49,$0.20,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
554,0,2015,12,2,11:41,$61.42,Swipe Transaction,9096157368468660125,Mc Dade,TX,78650.0,5411,,Yes
554,0,2015,12,2,13:20,$1.96,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
554,0,2015,12,2,13:42,$97.67,Online Transaction,-521141999023077663,ONLINE,,,5815,,Yes
556,0,2000,9,30,15:57,$179.63,Swipe Transaction,-6268696014554094643,Mexico City,Mexico,,5912,,Yes
556,0,2000,9,30,16:01,$86.74,Swipe Transaction,-5581123930363301609,Mexico City,Mexico,,5311,,Yes
556,0,2000,10,4,10:06,$33.84,Swipe Transaction,2027553650310142703,Mexico City,Mexico,,5541,,Yes
556,0,2000,10,4,10:24,$53.00,Swipe Transaction,2027553650310142703,Mexico City,Mexico,,5541,,Yes
556,0,2000,10,8,13:20,$220.86,Swipe Transaction,-245178307025547046,Mexico City,Mexico,,5311,,Yes
556,0,2000,10,9,08:47,$71.91,Swipe Transaction,-1939141273423816814,Mexico City,Mexico,,5045,,Yes
556,0,2001,5,6,08:21,$20.89,Swipe Transaction,8627164386668660645,Emeryville,CA,94662.0,5912,,Yes
556,0,2001,5,6,13:59,$31.11,Swipe Transaction,4872340518840476610,Campbell,CA,95011.0,5732,,Yes
556,0,2001,8,7,09:09,$479.17,Swipe Transaction,-1908131910424232363,Lincoln Park,MI,48146.0,3771,,Yes
556,0,2019,7,23,10:50,$82.05,Chip Transaction,6998358937427405121,Rome,Italy,,5411,Insufficient Balance,Yes
556,0,2019,7,23,14:31,$56.02,Chip Transaction,9057735476014445185,Rome,Italy,,5311,,Yes
556,0,2019,7,26,15:49,$7.89,Chip Transaction,7488618388847074803,Rome,Italy,,5651,,Yes
556,0,2019,7,26,18:13,$0.03,Chip Transaction,6666504894937430109,Rome,Italy,,5499,,Yes
556,0,2019,7,30,14:47,$69.00,Chip Transaction,3414527459579106770,Rome,Italy,,5651,,Yes
556,0,2019,8,3,19:21,$0.89,Chip Transaction,6051395022895754231,Rome,Italy,,5310,,Yes
556,0,2019,8,8,13:58,$50.66,Chip Transaction,9057735476014445185,Rome,Italy,,5311,,Yes
556,0,2019,8,9,10:38,$330.33,Chip Transaction,-112121233619748226,Rome,Italy,,3509,,Yes
556,0,2019,8,10,13:30,$176.13,Chip Transaction,-3158720288100679142,Rome,Italy,,5812,,Yes
556,0,2019,8,13,18:08,$72.87,Chip Transaction,-727612092139916043,Rome,Italy,,5411,,Yes
556,1,2006,2,28,10:56,$7.29,Swipe Transaction,-2062521704562551047,Fayetteville,NC,28302.0,5912,,Yes
556,1,2006,2,28,11:15,$3.36,Swipe Transaction,-4282466774399734331,Newton Grove,NC,28366.0,4829,,Yes
556,1,2006,3,2,16:23,$14.36,Swipe Transaction,-1396821880537214279,Hampstead,NC,28443.0,5816,,Yes
556,1,2006,3,2,17:34,$0.32,Swipe Transaction,-4282466774399734331,Newton Grove,NC,28366.0,4829,Bad PIN,Yes
556,1,2016,7,26,14:45,$378.31,Online Transaction,-5904116920141006298,ONLINE,,,5719,,Yes
556,1,2016,7,26,15:07,$70.93,Online Transaction,-245178307025547046,ONLINE,,,5311,,Yes
556,2,2013,9,27,07:06,$165.65,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
556,2,2013,9,27,07:34,$68.54,Online Transaction,3635551857898739641,ONLINE,,,5310,Bad CVV,Yes
556,2,2013,9,27,11:35,$159.56,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
556,2,2013,9,27,11:45,$96.88,Online Transaction,1913477460590765860,ONLINE,,,5300,Insufficient Balance,Yes
556,2,2013,9,27,12:41,$384.00,Online Transaction,190253443608377572,ONLINE,,,3359,,Yes
556,2,2013,9,27,12:41,$4.78,Online Transaction,-6160036380778658394,ONLINE,,,4121,,Yes
556,2,2013,9,28,11:08,$84.82,Swipe Transaction,-9123913544829665441,Strasburg,OH,44680.0,5300,,Yes
556,2,2013,9,28,15:47,$52.74,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
556,2,2013,9,29,07:50,$193.82,Online Transaction,1839636615252322303,ONLINE,,,3000,,Yes
556,2,2013,9,29,08:51,$260.68,Online Transaction,-2187837027406294082,ONLINE,,,3058,,Yes
556,2,2013,10,2,05:36,$-384.00,Online Transaction,190253443608377572,ONLINE,,,3359,,Yes
556,2,2013,10,2,05:54,$62.32,Online Transaction,190253443608377572,ONLINE,,,3359,,Yes
556,4,2016,5,12,10:21,$339.38,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
556,4,2016,7,24,10:56,$46.47,Chip Transaction,-6990430637026920291,Hope Mills,NC,28348.0,5812,,Yes
556,4,2016,7,24,15:33,$91.82,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
556,4,2016,7,24,15:57,$66.96,Swipe Transaction,-4620494474446269346,Hope Mills,NC,28348.0,5813,,Yes
556,4,2016,7,24,17:38,$39.63,Online Transaction,-521141999023077663,ONLINE,,,5815,,Yes
557,0,2015,7,10,09:41,$135.04,Online Transaction,-4317138273541964845,ONLINE,,,5211,,Yes
557,0,2015,7,10,12:19,$263.00,Online Transaction,3991321433720498482,ONLINE,,,3405,,Yes
557,0,2015,7,10,12:24,$343.75,Online Transaction,2122301195314255670,ONLINE,,,5094,,Yes
557,0,2015,7,10,16:19,$92.83,Online Transaction,-5401953891366957779,ONLINE,,,5651,,Yes
557,0,2015,7,12,11:26,$137.22,Online Transaction,4872340518840476610,ONLINE,,,5732,,Yes
557,0,2015,7,12,11:35,$38.41,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
557,0,2015,7,12,12:43,$17.63,Online Transaction,5051842776230285801,ONLINE,,,5941,,Yes
557,0,2015,7,12,13:42,$17.84,Online Transaction,-1677177681046431359,ONLINE,,,5310,,Yes
557,0,2015,7,12,13:47,$129.84,Online Transaction,-2099821449681729354,ONLINE,,,7801,,Yes
557,0,2015,7,12,14:53,$118.34,Online Transaction,-3220758452254689706,ONLINE,,,5311,,Yes
557,0,2015,7,12,14:57,$57.70,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
557,0,2015,7,17,11:31,$-263.00,Online Transaction,3991321433720498482,ONLINE,,,3405,,Yes
557,0,2015,7,17,11:57,$359.59,Online Transaction,3991321433720498482,ONLINE,,,3405,,Yes
557,2,2006,2,16,10:32,$59.98,Swipe Transaction,985550334332641081,Algiers,Algeria,,5812,,Yes
557,2,2006,2,16,10:35,$175.81,Swipe Transaction,-2985456613733500756,Algiers,Algeria,,7011,,Yes
557,2,2006,2,16,11:49,$86.22,Swipe Transaction,-7231389139399574921,Algiers,Algeria,,5310,,Yes
557,2,2007,12,22,08:03,$14.49,Online Transaction,-7759074308363763111,ONLINE,,,5651,,Yes
557,2,2007,12,22,10:32,$51.17,Online Transaction,5753024633661164610,ONLINE,,,5311,,Yes
557,2,2007,12,22,10:51,$55.35,Swipe Transaction,7932733705331014642,Miami,FL,33122.0,4121,,Yes
557,2,2007,12,22,11:53,$4.15,Online Transaction,4113327641666371223,ONLINE,,,5814,,Yes
557,2,2007,12,22,12:50,$175.00,Online Transaction,-2099821449681729354,ONLINE,,,7801,,Yes
557,2,2007,12,22,13:06,$0.55,Online Transaction,-3096743575434866479,ONLINE,,,5814,,Yes
557,3,2008,4,24,07:07,$10.80,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
557,3,2008,4,24,07:16,$250.10,Online Transaction,822647939787511611,ONLINE,,,5311,,Yes
557,3,2008,4,24,12:03,$130.04,Online Transaction,-8405285785047681224,ONLINE,,,5651,,Yes
557,3,2008,4,24,12:19,$338.00,Online Transaction,-1908131910424232363,ONLINE,,,3771,,Yes
557,3,2008,4,24,13:19,$190.77,Online Transaction,5625828905483550857,ONLINE,,,7922,,Yes
557,3,2008,4,29,10:33,$-338.00,Online Transaction,-1908131910424232363,ONLINE,,,3771,,Yes
557,3,2008,4,29,10:57,$431.49,Online Transaction,-1908131910424232363,ONLINE,,,3771,,Yes
557,3,2008,6,13,13:52,$437.00,Online Transaction,-7807051024009846392,ONLINE,,,3684,,Yes
557,3,2008,6,13,13:55,$211.68,Online Transaction,2122301195314255670,ONLINE,,,5094,,Yes
557,3,2008,6,13,14:24,$13.22,Online Transaction,9057735476014445185,ONLINE,,,5311,,Yes
557,3,2008,6,13,19:36,$12.29,Online Transaction,6621275923246397337,ONLINE,,,5814,,Yes
557,3,2008,6,13,19:51,$52.92,Swipe Transaction,4115305449925690490,Miami,FL,33178.0,5921,,Yes
557,3,2008,6,15,19:19,$16.53,Swipe Transaction,451009818996614269,Miami,FL,33126.0,4121,,Yes
557,3,2008,6,16,14:52,$39.38,Online Transaction,-303858256154265716,ONLINE,,,5251,,Yes
557,3,2008,6,19,06:36,$35.54,Online Transaction,-7807051024009846392,ONLINE,,,3684,,Yes
557,3,2008,6,19,06:51,$-437.00,Online Transaction,-7807051024009846392,ONLINE,,,3684,Bad Card Number,Yes
557,4,2008,3,7,12:21,$41.71,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
557,4,2008,3,7,13:34,$25.27,Online Transaction,170491238251862552,ONLINE,,,5193,,Yes
557,4,2008,3,7,17:34,$208.12,Online Transaction,-2916542501422915698,ONLINE,,,5712,,Yes
557,4,2008,3,7,20:42,$13.93,Online Transaction,-5841929396161652653,ONLINE,,,4121,,Yes
557,4,2008,3,7,20:46,$75.73,Online Transaction,5474320255037684877,ONLINE,,,5912,,Yes
557,4,2008,3,9,12:15,$27.89,Online Transaction,6455213054093379528,ONLINE,,,5815,,Yes
557,4,2008,5,9,10:07,$7.71,Swipe Transaction,-2982955607591770922,Fort Lauderdale,FL,33338.0,5094,,Yes
557,4,2008,5,9,12:52,$284.14,Online Transaction,9057735476014445185,ONLINE,,,5311,,Yes
557,4,2008,5,9,14:39,$8.17,Online Transaction,-245178307025547046,ONLINE,,,5311,,Yes
557,4,2008,5,10,08:40,$229.98,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
557,4,2008,5,10,08:50,$118.00,Online Transaction,4552887027432897467,ONLINE,,,3596,,Yes
557,4,2008,5,17,04:31,$48.65,Online Transaction,4552887027432897467,ONLINE,,,3596,,Yes
557,4,2008,5,17,04:49,$-118.00,Online Transaction,4552887027432897467,ONLINE,,,3596,,Yes
558,0,2006,1,4,14:16,$284.32,Swipe Transaction,-2985456613733500756,Algiers,Algeria,,7011,,Yes
558,0,2006,1,4,16:16,$159.95,Swipe Transaction,-4742021959618741352,Algiers,Algeria,,5912,,Yes
558,0,2006,1,5,14:03,$158.00,Swipe Transaction,-2985456613733500756,Algiers,Algeria,,7011,,Yes
558,0,2006,1,6,11:02,$199.91,Swipe Transaction,-2985456613733500756,Algiers,Algeria,,7011,,Yes
558,0,2006,1,6,13:43,$490.00,Swipe Transaction,-2985456613733500756,Algiers,Algeria,,7011,,Yes
558,0,2006,1,6,13:45,$79.92,Swipe Transaction,-2985456613733500756,Algiers,Algeria,,7011,,Yes
558,0,2006,2,18,15:05,$133.32,Swipe Transaction,2560382729628492280,Algiers,Algeria,,5193,,Yes
558,0,2006,2,22,12:36,$452.24,Swipe Transaction,3897876142681371300,Algiers,Algeria,,5094,,Yes
558,0,2006,3,2,15:59,$116.22,Swipe Transaction,3987158270252316808,Algiers,Algeria,,5921,Technical Glitch,Yes
559,0,2008,10,2,07:42,$281.29,Online Transaction,822647939787511611,ONLINE,,,5311,,Yes
559,0,2008,10,2,10:53,$132.77,Online Transaction,-303858256154265716,ONLINE,,,5251,,Yes
559,0,2008,10,2,13:13,$246.68,Online Transaction,6759623715801000040,ONLINE,,,5311,,Yes
559,0,2008,10,2,13:15,$118.30,Online Transaction,-5401953891366957779,ONLINE,,,5651,,Yes
559,0,2008,10,2,13:57,$114.25,Online Transaction,-1677177681046431359,ONLINE,,,5310,,Yes
559,0,2008,10,3,07:13,$5.69,Swipe Transaction,-1945851911203080903,Bucksport,ME,4416.0,7995,,Yes
559,0,2008,10,3,08:51,$70.76,Online Transaction,-3220758452254689706,ONLINE,,,5311,,Yes
559,0,2008,10,3,11:27,$491.46,Online Transaction,-5904116920141006298,ONLINE,,,5719,,Yes
559,0,2008,10,4,07:39,$58.31,Swipe Transaction,-6341442094415919114,Bangor,ME,4401.0,5094,,Yes
559,1,2018,12,17,18:35,$20.43,Swipe Transaction,590183032319022035,Rome,Italy,,5094,,Yes
559,1,2018,12,19,11:31,$159.30,Swipe Transaction,-8804513634474593447,Rome,Italy,,5712,,Yes
559,1,2018,12,19,13:57,$42.01,Swipe Transaction,-245178307025547046,Rome,Italy,,5311,,Yes
559,1,2018,12,19,14:47,$40.02,Swipe Transaction,-1642303950890406395,Rome,Italy,,5912,,Yes
559,1,2018,12,19,15:42,$103.97,Swipe Transaction,7069584154815291371,Rome,Italy,,5812,,Yes
559,1,2018,12,19,18:39,$51.90,Swipe Transaction,3414527459579106770,Rome,Italy,,5651,,Yes
559,1,2018,12,19,18:51,$346.00,Swipe Transaction,-3362831192073574065,Rome,Italy,,7011,,Yes
559,1,2018,12,20,11:49,$29.51,Swipe Transaction,-1642303950890406395,Rome,Italy,,5912,,Yes
559,1,2018,12,26,16:03,$14.24,Swipe Transaction,-3362831192073574065,Rome,Italy,,7011,,Yes
559,1,2018,12,26,16:11,$-346.00,Swipe Transaction,-3362831192073574065,Rome,Italy,,7011,,Yes
559,4,2016,1,31,11:10,$194.00,Online Transaction,-6406662083475903219,ONLINE,,,3390,,Yes
559,4,2016,1,31,11:50,$77.84,Online Transaction,-3220758452254689706,ONLINE,,,5311,,Yes
559,4,2016,1,31,15:30,$241.46,Online Transaction,-1939141273423816814,ONLINE,,,5045,,Yes
559,4,2016,1,31,17:09,$187.47,Online Transaction,6638733030674458413,ONLINE,,,5732,,Yes
559,4,2016,2,8,07:47,$133.15,Online Transaction,-6406662083475903219,ONLINE,,,3390,,Yes
559,4,2016,2,8,07:49,$-194.00,Online Transaction,-6406662083475903219,ONLINE,,,3390,,Yes
562,0,2007,6,9,12:07,$34.03,Online Transaction,4872340518840476610,ONLINE,,,5732,,Yes
562,0,2007,6,9,12:11,$73.71,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
562,0,2007,6,9,16:02,$67.63,Online Transaction,-5581123930363301609,ONLINE,,,5311,,Yes
562,0,2007,6,9,16:08,$11.51,Online Transaction,4113327641666371223,ONLINE,,,5814,,Yes
562,0,2007,6,9,18:26,$31.89,Swipe Transaction,4950614427795362607,Medford,MA,2155.0,5621,,Yes
562,0,2007,6,9,20:02,$2.81,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
562,0,2012,5,17,13:54,$205.60,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
562,0,2012,5,17,16:24,$4.13,Swipe Transaction,-5475680618560174533,Roslindale,MA,2131.0,5942,,Yes
562,0,2012,5,19,11:37,$5.49,Online Transaction,-5841929396161652653,ONLINE,,,4121,,Yes
562,0,2012,5,19,13:45,$186.09,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
562,1,2010,7,30,08:41,$9.38,Online Transaction,-5581123930363301609,ONLINE,,,5311,Technical Glitch,Yes
562,1,2010,7,30,10:16,$46.77,Online Transaction,-2916542501422915698,ONLINE,,,5719,,Yes
562,1,2010,7,30,10:19,$479.00,Online Transaction,333722291367506728,ONLINE,,,4722,,Yes
562,1,2010,7,30,10:56,$32.12,Online Transaction,-5475680618560174533,ONLINE,,,5942,,Yes
562,1,2010,7,30,11:47,$119.73,Online Transaction,8181289561763813437,ONLINE,,,5661,,Yes
562,1,2010,8,2,03:17,$-479.00,Online Transaction,333722291367506728,ONLINE,,,4722,,Yes
562,1,2010,8,2,03:27,$280.41,Online Transaction,333722291367506728,ONLINE,,,4722,,Yes
562,3,2003,5,26,05:27,$22.35,Online Transaction,-7421093378627544099,ONLINE,,,5311,,Yes
562,3,2003,5,26,05:38,$114.00,Online Transaction,190253443608377572,ONLINE,,,3359,,Yes
562,3,2003,5,26,09:20,$57.13,Online Transaction,5474320255037684877,ONLINE,,,5912,,Yes
562,3,2003,5,26,10:20,$80.53,Online Transaction,5763106017265139365,ONLINE,,,5310,,Yes
562,3,2003,5,29,04:06,$1.94,Online Transaction,3189517333335617109,ONLINE,,,5311,,Yes
562,3,2003,5,29,06:37,$27.17,Online Transaction,8080934608468946743,ONLINE,,,5310,,Yes
562,3,2003,5,29,06:49,$168.29,Online Transaction,-3220758452254689706,ONLINE,,,5311,,Yes
562,3,2003,5,29,09:42,$88.42,Online Transaction,-3220758452254689706,ONLINE,,,5311,,Yes
562,3,2003,5,30,01:01,$-114.00,Online Transaction,190253443608377572,ONLINE,,,3359,,Yes
562,3,2003,5,30,01:01,$76.16,Online Transaction,190253443608377572,ONLINE,,,3359,,Yes
562,3,2003,5,30,03:10,$38.32,Online Transaction,-2916542501422915698,ONLINE,,,5719,,Yes
562,3,2003,5,30,06:36,$61.05,Online Transaction,5923711916990137750,ONLINE,,,5045,,Yes
562,3,2004,6,4,04:25,$220.22,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
562,3,2004,6,4,17:19,$58.91,Swipe Transaction,-4955914221885272308,Istanbul,Turkey,,5921,,Yes
562,3,2004,6,8,06:36,$11.47,Swipe Transaction,-4955914221885272308,Istanbul,Turkey,,5921,,Yes
562,3,2004,6,8,07:12,$35.66,Online Transaction,3189517333335617109,ONLINE,,,5311,,Yes
562,3,2004,6,8,10:39,$39.38,Swipe Transaction,-245178307025547046,Istanbul,Turkey,,5311,,Yes
562,3,2004,6,11,08:54,$24.20,Online Transaction,-2042049018365856408,ONLINE,,,5815,,Yes
562,3,2004,6,14,04:03,$75.60,Online Transaction,3189517333335617109,ONLINE,,,5311,,Yes
562,3,2004,6,14,06:22,$469.85,Online Transaction,4796006601552743675,ONLINE,,,5732,,Yes
562,3,2004,6,15,10:04,$52.35,Online Transaction,-2042049018365856408,ONLINE,,,5815,,Yes
562,3,2004,6,15,12:24,$38.90,Swipe Transaction,-245178307025547046,Istanbul,Turkey,,5311,,Yes
562,3,2004,6,15,13:38,$55.10,Swipe Transaction,-4955914221885272308,Istanbul,Turkey,,5921,,Yes
562,3,2004,6,15,14:08,$98.70,Swipe Transaction,-2711760515077935319,Istanbul,Turkey,,5912,,Yes
562,3,2004,6,15,18:12,$822.78,Swipe Transaction,483490033258680568,Istanbul,Turkey,,3504,,Yes
562,3,2004,6,21,16:59,$417.00,Swipe Transaction,-4539716977943513472,Istanbul,Turkey,,7011,,Yes
562,3,2004,6,22,11:22,$53.57,Swipe Transaction,2204650530741641399,Istanbul,Turkey,,5411,,Yes
562,3,2004,6,23,02:55,$222.11,Online Transaction,-3943656582743129537,ONLINE,,,5712,,Yes
564,0,2007,11,4,07:18,$99.83,Online Transaction,8099188931555596779,ONLINE,,,7996,,Yes
564,0,2007,11,4,10:36,$86.09,Online Transaction,-4934799694108021985,ONLINE,,,7801,,Yes
564,0,2007,11,4,11:53,$0.33,Swipe Transaction,7783131174646587859,Dover,OH,44622.0,5411,,Yes
564,0,2007,11,4,13:39,$11.24,Online Transaction,6661973303171003879,ONLINE,,,5211,,Yes
564,0,2007,11,4,13:48,$72.27,Online Transaction,-5624843686576836279,ONLINE,,,7832,,Yes
564,0,2007,11,4,15:06,$58.44,Online Transaction,2884193360641017720,ONLINE,,,5311,,Yes
564,1,2007,12,2,07:47,$180.06,Online Transaction,5645291776686015596,ONLINE,,,3075,,Yes
564,1,2007,12,2,07:54,$37.98,Online Transaction,4943697251487298296,ONLINE,,,5816,,Yes
564,1,2007,12,2,08:09,$53.93,Online Transaction,7479593622964634169,ONLINE,,,5311,,Yes
564,1,2007,12,2,08:27,$236.13,Online Transaction,-3650057525483423997,ONLINE,,,3007,,Yes
564,1,2007,12,2,09:22,$106.15,Online Transaction,4872340518840476610,ONLINE,,,5732,,Yes
564,1,2007,12,2,09:46,$29.84,Online Transaction,9057735476014445185,ONLINE,,,5311,,Yes
564,1,2007,12,5,07:49,$24.73,Swipe Transaction,-8717106910572123588,New Philadelphia,OH,44663.0,5921,,Yes
564,1,2007,12,5,07:56,$3.28,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
564,1,2007,12,5,08:43,$70.55,Online Transaction,-8405285785047681224,ONLINE,,,5651,,Yes
564,1,2007,12,5,08:45,$88.13,Swipe Transaction,-8717106910572123588,New Philadelphia,OH,44663.0,5921,Insufficient Balance,Yes
564,1,2007,12,5,09:04,$145.34,Swipe Transaction,8975754140590393645,Mineral City,OH,44656.0,5310,,Yes
564,1,2007,12,5,09:05,$124.47,Online Transaction,9057735476014445185,ONLINE,,,5311,,Yes
566,0,2010,10,11,06:15,$2.56,Online Transaction,5753024633661164610,ONLINE,,,5311,,Yes
566,0,2010,10,11,08:27,$254.54,Online Transaction,-3220758452254689706,ONLINE,,,5311,,Yes
566,0,2010,10,11,08:28,$49.03,Swipe Transaction,5322464693196664959,Port au Prince,Haiti,,5411,,Yes
566,0,2010,10,11,14:29,$7.25,Online Transaction,-1396821880537214279,ONLINE,,,5816,,Yes
566,0,2010,10,11,15:35,$33.53,Online Transaction,1913477460590765860,ONLINE,,,5300,Bad Card Number,Yes
566,0,2010,10,12,06:33,$59.24,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
566,0,2010,10,12,06:50,$53.14,Online Transaction,-2042049018365856408,ONLINE,,,5815,,Yes
566,0,2010,10,12,09:27,$369.00,Online Transaction,-112121233619748226,ONLINE,,,3509,,Yes
566,0,2010,10,12,09:27,$19.17,Online Transaction,-4752064311331295725,ONLINE,,,4214,,Yes
566,0,2010,10,20,08:32,$-369.00,Online Transaction,-112121233619748226,ONLINE,,,3509,,Yes
566,0,2010,10,20,08:37,$295.17,Online Transaction,-112121233619748226,ONLINE,,,3509,,Yes
566,0,2012,3,1,11:37,$208.82,Online Transaction,6136944133452399665,ONLINE,,,5045,,Yes
566,0,2012,3,1,11:43,$33.73,Online Transaction,-1677177681046431359,ONLINE,,,5310,,Yes
566,0,2012,3,1,12:34,$12.31,Swipe Transaction,4023350881122588291,Port Orange,FL,32127.0,8062,,Yes
566,0,2012,3,1,12:56,$196.82,Swipe Transaction,5763106017265139365,Macon,GA,31204.0,5310,,Yes
566,0,2012,3,1,14:54,$230.51,Swipe Transaction,-2293667576880054300,Rhine,GA,31077.0,7011,,Yes
566,0,2012,3,1,18:19,$8.02,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
